movie_title,movie_imdb_link,movie_facebook_likes,director_name,director_facebook_likes,actor_1_name,actor_1_facebook_likes,actor_2_name,actor_2_facebook_likes,actor_3_name,actor_3_facebook_likes,cast_total_facebook_likes
Bowling for Columbine,http://www.imdb.com/title/tt0310793/?ref_=fn_tt_tt_1,4100.0,Michael Moore,918,Michael Moore,918,Salvador Allende,2,Jacobo Arbenz,1,1820.0
The Original Kings of Comedy,http://www.imdb.com/title/tt0236388/?ref_=fn_tt_tt_1,306.0,Spike Lee,1500,Steve Harvey,359,D.L. Hughley,171,Cedric the Entertainer,437,2067.0
War Room,http://www.imdb.com/title/tt3832914/?ref_=fn_tt_tt_1,30000.0,Alex Kendrick,589,Karen Abercrombie,221,Priscilla C. Shirer,44,T.C. Stallings,1000,2225.0
Jason Lives: Friday the 13th Part VI,http://www.imdb.com/title/tt0091080/?ref_=fn_tt_tt_1,1300.0,Tom McLoughlin,41,Thom Mathews,87,Jennifer Cooke,26,David Kagen,28,1884.0
A Nightmare on Elm Street 2: Freddy's Revenge,http://www.imdb.com/title/tt0089686/?ref_=fn_tt_tt_1,2400.0,Jack Sholder,28,Mark Patton,1,Kim Myers,119,Robert Rusler,358,3498.0
Coming Home,http://www.imdb.com/title/tt0077362/?ref_=fn_tt_tt_1,871.0,Hal Ashby,183,Jane Fonda,983,Jon Voight,1800,Bruce Dern,852,4178.0
A Room with a View,http://www.imdb.com/title/tt0091867/?ref_=fn_tt_tt_1,3500.0,James Ivory,134,Maggie Smith,5400,Helena Bonham Carter,7700,Denholm Elliott,250,26588.0
Beneath the Planet of the Apes,http://www.imdb.com/title/tt0065462/?ref_=fn_tt_tt_1,1100.0,Ted Post,58,James Franciscus,89,Kim Hunter,112,Maurice Evans,111,1203.0
Slow West,http://www.imdb.com/title/tt3205376/?ref_=fn_tt_tt_1,5400.0,John Maclean,85,Kodi Smit-McPhee,889,Michael Fassbender,13000,Ben Mendelsohn,792,14753.0
Jason Goes to Hell: The Final Friday,http://www.imdb.com/title/tt0107254/?ref_=fn_tt_tt_1,1000.0,Adam Marcus,30,John D. LeMay,31,Kari Keegan,10,Kane Hodder,937,2992.0
Pokmon 3: The Movie,http://www.imdb.com/title/tt0235679/?ref_=fn_tt_tt_1,47.0,Kunihiko Yuyama,8,Rica Matsumoto,4,Veronica Taylor,89,Rachael Lillis,46,377.0
Cat on a Hot Tin Roof,http://www.imdb.com/title/tt0051459/?ref_=fn_tt_tt_1,4500.0,Richard Brooks,175,Elizabeth Taylor,8800,Paul Newman,3400,Burl Ives,254,12884.0
The Apartment,http://www.imdb.com/title/tt0053604/?ref_=fn_tt_tt_1,7700.0,Billy Wilder,1500,Jack Lemmon,1300,Shirley MacLaine,1300,Fred MacMurray,549,4107.0
Judgment at Nuremberg,http://www.imdb.com/title/tt0055031/?ref_=fn_tt_tt_1,5700.0,Stanley Kramer,183,Spencer Tracy,772,Burt Lancaster,1200,Richard Widmark,285,10638.0
Martin Lawrence Live: Runteldat,http://www.imdb.com/title/tt0327036/?ref_=fn_tt_tt_1,63.0,David Raynr,9,Martin Lawrence,2000,Nancy O'Dell,74,Paul Keeley,7,2166.0
Dave Chappelle's Block Party,http://www.imdb.com/title/tt0425598/?ref_=fn_tt_tt_1,657.0,Michel Gondry,1000,Dave Chappelle,745,Erykah Badu,95,Isaac ben Ayala,2,3272.0
Elmer Gantry,http://www.imdb.com/title/tt0053793/?ref_=fn_tt_tt_1,836.0,Richard Brooks,175,Burt Lancaster,1200,Jean Simmons,425,Arthur Kennedy,68,2659.0
Krush Groove,http://www.imdb.com/title/tt0089444/?ref_=fn_tt_tt_1,904.0,Michael Schultz,79,Sheila E.,72,Joseph Simmons,27,Darryl McDaniels,48,1194.0
Red River,http://www.imdb.com/title/tt0040724/?ref_=fn_tt_tt_1,1200.0,Howard Hawks,395,John Wayne,4200,Montgomery Clift,872,Joanne Dru,68,6490.0
Before Midnight,http://www.imdb.com/title/tt2209418/?ref_=fn_tt_tt_1,62000.0,Richard Linklater,3900,Ethan Hawke,3300,Julie Delpy,1100,Seamus Davey-Fitzpatrick,138,4733.0
Next Day Air,http://www.imdb.com/title/tt1097013/?ref_=fn_tt_tt_1,550.0,Benny Boom,23,Donald Faison,929,Mike Epps,706,Wood Harris,415,12043.0
Family Plot,http://www.imdb.com/title/tt0074512/?ref_=fn_tt_tt_1,614.0,Alfred Hitchcock,13000,Karen Black,2600,Bruce Dern,852,Barbara Harris,64,5438.0
Spaced Invaders,http://www.imdb.com/title/tt0100666/?ref_=fn_tt_tt_1,737.0,Patrick Read Johnson,32,Douglas Barr,29,Royal Dano,243,Ariana Richards,617,1473.0
Woman Thou Art Loosed,http://www.imdb.com/title/tt0399901/?ref_=fn_tt_tt_1,184.0,Michael Schultz,79,Kimberly Elise,636,Loretta Devine,959,Debbi Morgan,311,3135.0
Teen Wolf Too,http://www.imdb.com/title/tt0094118/?ref_=fn_tt_tt_1,498.0,Christopher Leitch,4,Jason Bateman,3700,Kim Darby,155,John Astin,644,5117.0
Torn Curtain,http://www.imdb.com/title/tt0061107/?ref_=fn_tt_tt_1,942.0,Alfred Hitchcock,13000,Paul Newman,3400,Julie Andrews,2700,Lila Kedrova,17,6176.0
Trippin',http://www.imdb.com/title/tt0160298/?ref_=fn_tt_tt_1,144.0,David Raynr,9,Deon Richmond,213,Donald Faison,929,Guy Torry,133,3256.0
Phat Girlz,http://www.imdb.com/title/tt0490196/?ref_=fn_tt_tt_1,844.0,Nnegest Likk,17,Mo'Nique,969,Jimmy Jean-Louis,410,Godfrey,98,8745.0
Phantasm II,http://www.imdb.com/title/tt0095863/?ref_=fn_tt_tt_1,974.0,Don Coscarelli,150,James Le Gros,136,Reggie Bannister,111,Angus Scrimm,693,1420.0
Robot Chicken,http://www.imdb.com/title/tt0437745/?ref_=fn_tt_tt_1,1000.0,Seth Green,2000,Seth Green,2000,Matthew Senreich,11,Breckin Meyer,1100,3111.0
Real Women Have Curves,http://www.imdb.com/title/tt0296166/?ref_=fn_tt_tt_1,599.0,Patricia Cardoso,15,America Ferrera,955,Lupe Ontiveros,626,Ingrid Oliu,11,2524.0
Gallipoli,http://www.imdb.com/title/tt0082432/?ref_=fn_tt_tt_1,2000.0,Peter Weir,619,Mark Lee,17,Bill Kerr,53,Harold Hopkins,10,5332.0
Whipped,http://www.imdb.com/title/tt0174336/?ref_=fn_tt_tt_1,131.0,Peter M. Cohen,1,Amanda Peet,1400,Brian Van Holt,322,Jonathan Abrahams,4,2265.0
Water,http://www.imdb.com/title/tt0240200/?ref_=fn_tt_tt_1,3400.0,Deepa Mehta,380,Sarala Kariyawasam,4,Buddhi Wickrama,1,Rinsly Weerarathne,1,1399.0
Kama Sutra: A Tale of Love,http://www.imdb.com/title/tt0116743/?ref_=fn_tt_tt_1,1200.0,Mira Nair,307,Indira Varma,735,Sarita Choudhury,267,Ramon Tikaram,83,2418.0
Please Give,http://www.imdb.com/title/tt0878835/?ref_=fn_tt_tt_1,1400.0,Nicole Holofcener,130,Rebecca Hall,2400,Elizabeth Keener,41,Elise Ivy,12,8727.0
East Is East,http://www.imdb.com/title/tt0166175/?ref_=fn_tt_tt_1,1000.0,Damien O'Donnell,70,Om Puri,181,Linda Bassett,71,Jordan Routledge,3,1660.0
Willy Wonka & the Chocolate Factory,http://www.imdb.com/title/tt0067992/?ref_=fn_tt_tt_1,11000.0,Mel Stuart,21,Gene Wilder,17000,Jack Albertson,179,Peter Ostrum,296,18097.0
Thirteen Conversations About One Thing,http://www.imdb.com/title/tt0268690/?ref_=fn_tt_tt_1,430.0,Jill Sprecher,11,Matthew McConaughey,12000,David Connolly,1,Joseph Siravo,36,14956.0
Warlock: The Armageddon,http://www.imdb.com/title/tt0108517/?ref_=fn_tt_tt_1,221.0,Anthony Hickox,17,Julian Sands,691,Chris Young,220,Paula Marshall,238,3129.0
Basquiat,http://www.imdb.com/title/tt0115632/?ref_=fn_tt_tt_1,4700.0,Julian Schnabel,234,Jeffrey Wright,1700,Michael Wincott,728,Benicio Del Toro,3600,38190.0
Days of Heaven,http://www.imdb.com/title/tt0077405/?ref_=fn_tt_tt_1,3000.0,Terrence Malick,1900,Richard Gere,7700,Brooke Adams,159,Sam Shepard,836,9351.0
Jawbreaker,http://www.imdb.com/title/tt0155776/?ref_=fn_tt_tt_1,1700.0,Darren Stein,19,Rose McGowan,2100,Rebecca Gayheart,472,Julie Benz,3100,13713.0
Compadres,http://www.imdb.com/title/tt3367294/?ref_=fn_tt_tt_1,242.0,Enrique Begne,1,Eric Roberts,6300,Kevin Pollak,586,Aislinn Derbez,21,7659.0
8 Heads in a Duffel Bag,http://www.imdb.com/title/tt0118541/?ref_=fn_tt_tt_1,431.0,Tom Schulman,46,Joe Pesci,2700,Andy Comeau,29,Kristy Swanson,585,5198.0
DysFunktional Family,http://www.imdb.com/title/tt0337996/?ref_=fn_tt_tt_1,27.0,George Gallo,268,Eddie Griffin,487,Joe Howard,26,Matthew Brent,1,538.0
Frances Ha,http://www.imdb.com/title/tt2347569/?ref_=fn_tt_tt_1,11000.0,Noah Baumbach,390,Greta Gerwig,970,Mickey Sumner,80,Michael Esper,25,4517.0
Happiness,http://www.imdb.com/title/tt0147612/?ref_=fn_tt_tt_1,8300.0,Todd Solondz,425,Jane Adams,279,Jon Lovitz,11000,Philip Seymour Hoffman,22000,36935.0
Oldboy,http://www.imdb.com/title/tt0364569/?ref_=fn_tt_tt_1,45000.0,Chan-wook Park,1600,Min-sik Choi,721,Ji-tae Yu,77,Hye-jeong Kang,38,864.0
Tusk,http://www.imdb.com/title/tt3099498/?ref_=fn_tt_tt_1,20000.0,Kevin Smith,2300,Michael Parks,389,Justin Long,3300,Genesis Rodriguez,2200,53226.0
Tsotsi,http://www.imdb.com/title/tt0468565/?ref_=fn_tt_tt_1,1900.0,Gavin Hood,162,Presley Chweneyagae,13,Terry Pheto,113,Kenneth Nkosi,18,331.0
Damsels in Distress,http://www.imdb.com/title/tt1667307/?ref_=fn_tt_tt_1,1700.0,Whit Stillman,103,Greta Gerwig,970,Carrie MacLemore,30,Megalyn Echikunwoke,502,8507.0
Bachelorette,http://www.imdb.com/title/tt1920849/?ref_=fn_tt_tt_1,6300.0,Leslye Headland,23,Kirsten Dunst,4000,Rebel Wilson,3600,Lizzy Caplan,3200,22569.0
Creature,http://www.imdb.com/title/tt0156205/?ref_=fn_tt_tt_1,540.0,Craig T. Nelson,726,Craig T. Nelson,726,Kim Cattrall,1400,Colm Feore,540,8397.0
Fish Tank,http://www.imdb.com/title/tt1232776/?ref_=fn_tt_tt_1,6300.0,Andrea Arnold,139,Katie Jarvis,105,Michael Fassbender,13000,Kierston Wareing,83,13641.0
Love's Abiding Joy,http://www.imdb.com/title/tt0785025/?ref_=fn_tt_tt_1,76.0,Michael Landon Jr.,84,Erin Cottrell,76,Dale Midkiff,307,Logan Bartholomew,309,5845.0
Dead Alive,http://www.imdb.com/title/tt0103873/?ref_=fn_tt_tt_1,10000.0,Peter Jackson,8000,Timothy Balme,37,Diana Pealver,9,Elizabeth Moody,2,535.0
Hobo with a Shotgun,http://www.imdb.com/title/tt1640459/?ref_=fn_tt_tt_1,37000.0,Jason Eisener,60,Rutger Hauer,2300,Pasha Ebrahimi,3,Robb Wells,341,4769.0
Letters to God,http://www.imdb.com/title/tt1462054/?ref_=fn_tt_tt_1,3300.0,David Nixon,13,Lisa Curtis,1,Christopher Schmidt,222,Lyanna Tumaneng,3,2778.0
Tim and Eric's Billion Dollar Movie,http://www.imdb.com/title/tt1855401/?ref_=fn_tt_tt_1,9900.0,Tim Heidecker,78,Bill A. Jones,34,Jeff Goldblum,6600,Bob Odenkirk,1400,14869.0
Summer Storm,http://www.imdb.com/title/tt0420206/?ref_=fn_tt_tt_1,446.0,Marco Kreuzpaintner,7,Robert Stadlober,17,Kostja Ullmann,38,Jrgen Tonkel,1,373.0
My Big Fat Independent Movie,http://www.imdb.com/title/tt0385890/?ref_=fn_tt_tt_1,48.0,Philip Zlotorynski,1,Paget Brewster,1200,Neil Barton,9,Eric Hoffman,4,1519.0
Brave New Girl,http://www.imdb.com/title/tt0403118/?ref_=fn_tt_tt_1,47.0,Bobby Roth,40,Virginia Madsen,1000,Lindsey Haun,251,Barbara Mamabolo,31,2437.0
Freeway,http://www.imdb.com/title/tt0116361/?ref_=fn_tt_tt_1,2500.0,Matthew Bright,9,Kiefer Sutherland,3900,Reese Witherspoon,3800,Bokeem Woodbine,936,10500.0
The Grand,http://www.imdb.com/title/tt0118327/?ref_=fn_tt_tt_1,451.0,Paul Warriner,1,Paul Warriner,1,Rebecca Callard,21,Susan Hampshire,40,1764.0
Tanner Hall,http://www.imdb.com/title/tt1151410/?ref_=fn_tt_tt_1,448.0,Francesca Gregorini,15,Rooney Mara,5600,Georgia King,245,Brie Larson,1700,9265.0
Chain Letter,http://www.imdb.com/title/tt1148200/?ref_=fn_tt_tt_1,1300.0,Deon Taylor,27,Madison Bauer,7,Mark S. Allen,30,Phil Austin,31,5514.0
Fort McCoy,http://www.imdb.com/title/tt1282046/?ref_=fn_tt_tt_1,347.0,Kate Connor,27,Eric Stoltz,927,Kate Connor,27,Lyndsy Fonseca,3500,7905.0
The Divide,http://www.imdb.com/title/tt1535616/?ref_=fn_tt_tt_1,7800.0,Xavier Gens,87,Lauren German,686,Michael Biehn,2000,Milo Ventimiglia,2600,8920.0
Before We Go,http://www.imdb.com/title/tt0443465/?ref_=fn_tt_tt_1,4700.0,Chris Evans,11000,Chris Evans,11000,Alice Eve,2400,Emma Fitzpatrick,402,14148.0
The Eclipse,http://www.imdb.com/title/tt1346961/?ref_=fn_tt_tt_1,612.0,Conor McPherson,1,Billy Roche,1,Eanna Hardwicke,4,Hannah Lynch,1,2494.0
They Came Together,http://www.imdb.com/title/tt2398249/?ref_=fn_tt_tt_1,4900.0,David Wain,137,Paul Rudd,4700,Amy Poehler,1100,Bill Hader,1400,21915.0
Just Looking,http://www.imdb.com/title/tt0162236/?ref_=fn_tt_tt_1,117.0,Jason Alexander,746,Richard V. Licata,11,Marcell Rosenblatt,1,Ryan Merriman,1900,2943.0
Demonic,http://www.imdb.com/title/tt1841642/?ref_=fn_tt_tt_1,2300.0,Will Canon,8,Maria Bello,1500,Frank Grillo,816,Cody Horn,568,6296.0
Barry Munday,http://www.imdb.com/title/tt0482461/?ref_=fn_tt_tt_1,485.0,Chris D'Arienzo,7,Patrick Wilson,4100,Judy Greer,2100,Chlo Sevigny,1100,16484.0
Never Back Down 2: The Beatdown,http://www.imdb.com/title/tt1754264/?ref_=fn_tt_tt_1,6000.0,Michael Jai White,2100,Michael Jai White,2100,Dean Geyer,1400,Alex Meraz,604,9062.0
Chicago Overcoat,http://www.imdb.com/title/tt1085382/?ref_=fn_tt_tt_1,232.0,Brian Caunter,1,Frank Vincent,356,Kathrine Narducci,114,Mike Starr,863,3205.0
AWOL-72,http://www.imdb.com/title/tt2048865/?ref_=fn_tt_tt_1,404.0,Christian Sesma,9,Luke Goss,3500,Heather Roop,472,RZA,561,7648.0
30 Nights of Paranormal Activity with the Devil Inside the Girl with the Dragon Tattoo,http://www.imdb.com/title/tt2417650/?ref_=fn_tt_tt_1,2000.0,Craig Moss,20,Ashley Martin,304,Austin Michael Scott,35,Heidi Kramer,11,1957.0
A l'intrieur,http://www.imdb.com/title/tt6047630/?ref_=fn_tt_tt_1,1.0,Eric g,1,Franck Borde,1,Maud Ivanoff,1,Jrmy Malaveau,1,4.0
Open Road,http://www.imdb.com/title/tt1922679/?ref_=fn_tt_tt_1,436.0,Marcio Garcia,74,Camilla Belle,3200,Andy Garcia,2200,Colin Egglesfield,4300,13249.0
The Deported,http://www.imdb.com/title/tt1390404/?ref_=fn_tt_tt_1,54.0,Lance Kawas,66,Nicholas Turturro,269,Talia Shire,451,Gary Valentine,159,3912.0
Enter the Dangerous Mind,http://www.imdb.com/title/tt2229377/?ref_=fn_tt_tt_1,410.0,Youssef Delara,8,Nikki Reed,1900,Gina Rodriguez,1500,Scott Bakula,1200,10740.0
Close Range,http://www.imdb.com/title/tt3511596/?ref_=fn_tt_tt_1,978.0,Isaac Florentine,81,Scott Adkins,4600,Nick Chinlund,277,Caitlin Keats,55,6325.0
Something Wicked,http://www.imdb.com/title/tt1327601/?ref_=fn_tt_tt_1,399.0,Darin Scott,40,Shantel VanSanten,762,Brittany Murphy,8000,Julian Morris,1000,11075.0
Point Blank,http://www.imdb.com/title/tt0062138/?ref_=fn_tt_tt_1,3100.0,John Boorman,127,Lee Marvin,756,Angie Dickinson,813,Keenan Wynn,279,2784.0
Four Single Fathers,http://www.imdb.com/title/tt1252289/?ref_=fn_tt_tt_1,32.0,Paolo Monico,3,Alessandro Gassman,35,Jeanine Bartel,6,Joe Urla,4,2912.0
Central Station,http://www.imdb.com/title/tt0140888/?ref_=fn_tt_tt_1,1700.0,Walter Salles,177,Fernanda Montenegro,120,Marlia Pra,7,Vincius de Oliveira,5,180.0
Amnesiac,http://www.imdb.com/title/tt2837336/?ref_=fn_tt_tt_1,438.0,Michael Polish,37,Kate Bosworth,1300,Wes Bentley,2500,Olivia Rose Keegan,217,5538.0
Boynton Beach Club,http://www.imdb.com/title/tt0439478/?ref_=fn_tt_tt_1,86.0,Susan Seidelman,37,Brenda Vaccaro,183,Dyan Cannon,278,Len Cariou,178,1272.0
Iguana,http://www.imdb.com/title/tt0095354/?ref_=fn_tt_tt_1,38.0,Monte Hellman,96,Everett McGill,208,Michael Bradford,1,Roger Kendall,1,2696.0
Freakonomics,http://www.imdb.com/title/tt1152822/?ref_=fn_tt_tt_1,3000.0,Heidi Ewing,4,James Ransone,416,Tempestt Bledsoe,392,Morgan Spurlock,294,2338.0
Unnatural,http://www.imdb.com/title/tt3551400/?ref_=fn_tt_tt_1,389.0,Hank Braxtan,6,James Remar,1200,Sherilyn Fenn,3400,Ron Carlson,5,7977.0
Pocketful of Miracles,http://www.imdb.com/title/tt0055312/?ref_=fn_tt_tt_1,623.0,Frank Capra,1000,Glenn Ford,419,Bette Davis,1500,Hope Lange,72,11835.0
Friday the 13th Part VII: The New Blood,http://www.imdb.com/title/tt0095179/?ref_=fn_tt_tt_1,1200.0,John Carl Buechler,152,Jennifer Banko,26,John Otrin,16,Susan Blu,15,2166.0
Young Frankenstein,http://www.imdb.com/title/tt0072431/?ref_=fn_tt_tt_1,20000.0,Mel Brooks,3100,Gene Wilder,17000,Peter Boyle,613,Marty Feldman,1400,22633.0
Griff the Invisible,http://www.imdb.com/title/tt1509803/?ref_=fn_tt_tt_1,2100.0,Leon Ford,19,Ryan Kwanten,2700,Maeve Dermody,135,Patrick Brammall,109,3087.0
Some Like It Hot,http://www.imdb.com/title/tt0053291/?ref_=fn_tt_tt_1,10000.0,Billy Wilder,1500,Marilyn Monroe,4400,Tony Curtis,1700,Jack Lemmon,1300,7904.0
High Tension,http://www.imdb.com/title/tt0338095/?ref_=fn_tt_tt_1,5700.0,Alexandre Aja,192,Ccile De France,449,Mawenn,237,Philippe Nahon,54,928.0
Beer League,http://www.imdb.com/title/tt0453453/?ref_=fn_tt_tt_1,322.0,Frank Sebastiano,3,Artie Lange,103,Ralph Macchio,4000,Anthony DeSando,32,6829.0
Lage Raho Munna Bhai,http://www.imdb.com/title/tt0456144/?ref_=fn_tt_tt_1,352.0,Rajkumar Hirani,125,Sanjay Dutt,425,Arshad Warsi,96,Vidya Balan,471,1776.0
Ulee's Gold,http://www.imdb.com/title/tt0120402/?ref_=fn_tt_tt_1,399.0,Victor Nunez,9,Peter Fonda,403,Patricia Richardson,222,Christine Dunford,27,4996.0
Journey to Saturn,http://www.imdb.com/title/tt1095423/?ref_=fn_tt_tt_1,79.0,Thorbjrn Christoffersen,1,Casper Christensen,13,Frank Hvam,33,Ali Kazim,5,203.0
Donovan's Reef,http://www.imdb.com/title/tt0057007/?ref_=fn_tt_tt_1,575.0,John Ford,675,John Wayne,4200,Lee Marvin,756,Elizabeth Allen,17,6190.0
The Wizard of Oz,http://www.imdb.com/title/tt0032138/?ref_=fn_tt_tt_1,14000.0,Victor Fleming,150,Judy Garland,1600,Frank Morgan,259,Ray Bolger,204,4162.0
Sardaar Ji,http://www.imdb.com/title/tt4080386/?ref_=fn_tt_tt_1,52.0,Rohit Jugraj,2,Diljit Dosanjh,32,Neeru Bajwa,86,Mandy Takhar,19,443.0
Diary of the Dead,http://www.imdb.com/title/tt0848557/?ref_=fn_tt_tt_1,1300.0,George A. Romero,2900,Michelle Morgan,118,Joshua Close,85,Shawn Roberts,523,3221.0
Friday the 13th: The Final Chapter,http://www.imdb.com/title/tt0087298/?ref_=fn_tt_tt_1,1600.0,Joseph Zito,17,Erich Anderson,15,Judie Aronson,159,Peter Barton,50,4177.0
The Black Stallion,http://www.imdb.com/title/tt0078872/?ref_=fn_tt_tt_1,2100.0,Carroll Ballard,19,Kelly Reno,81,Mickey Rooney,5700,Teri Garr,485,6392.0
Timecrimes,http://www.imdb.com/title/tt0480669/?ref_=fn_tt_tt_1,7300.0,Nacho Vigalondo,77,Karra Elejalde,123,Candela Fernndez,2,Brbara Goenaga,39,243.0
Blazing Saddles,http://www.imdb.com/title/tt0071230/?ref_=fn_tt_tt_1,16000.0,Mel Brooks,3100,Cleavon Little,434,Gene Wilder,17000,Slim Pickens,574,24955.0
Riding Giants,http://www.imdb.com/title/tt0389326/?ref_=fn_tt_tt_1,1100.0,Stacy Peralta,147,Jeff Clark,1,Darrick Doerner,1,Sarah Gerhardt,1,183.0
The Dress,http://www.imdb.com/title/tt0116729/?ref_=fn_tt_tt_1,122.0,Alex van Warmerdam,53,Henri Garcin,2,Ingeborg Elzevier,1,Khaldoun Elmecky,1,37.0
A Guy Named Joe,http://www.imdb.com/title/tt0035959/?ref_=fn_tt_tt_1,126.0,Victor Fleming,150,Spencer Tracy,772,Irene Dunne,318,Van Johnson,223,2640.0
Silver Medallist,http://www.imdb.com/title/tt0851515/?ref_=fn_tt_tt_1,30.0,Hao Ning,1,Lifan Dong,1,Bo Huang,4,Morris Hsiang Jung,1,24.0
Ida,http://www.imdb.com/title/tt2718492/?ref_=fn_tt_tt_1,17000.0,Pawel Pawlikowski,84,Agata Kulesza,51,Agata Trzebuchowska,65,Dawid Ogrodnik,7,222.0
"Fat, Sick & Nearly Dead",http://www.imdb.com/title/tt1227378/?ref_=fn_tt_tt_1,10000.0,Joe Cross,65,Joe Cross,65,Amy Badberg,1,Merv Cross,1,80.0
Timber Falls,http://www.imdb.com/title/tt0857295/?ref_=fn_tt_tt_1,261.0,Tony Giglio,6,Josh Randall,14,Brianna Brown,334,Nick Searcy,273,914.0
2016: Obama's America,http://www.imdb.com/title/tt2247692/?ref_=fn_tt_tt_1,5400.0,Dinesh D'Souza,75,Jay Bastian,1,Joe Biden,48,Cait Brasel,8,1140.0
Kevin Hart: Let Me Explain,http://www.imdb.com/title/tt2609912/?ref_=fn_tt_tt_1,1600.0,Leslie Small,15,Kevin Hart,1700,Harry Ratchford,1,Will 'Spank' Horton,1,3098.0
Singin' in the Rain,http://www.imdb.com/title/tt0045152/?ref_=fn_tt_tt_1,8700.0,Stanley Donen,135,Gene Kelly,1500,Donald O'Connor,426,Debbie Reynolds,801,4134.0
Maurice,http://www.imdb.com/title/tt0093512/?ref_=fn_tt_tt_1,977.0,James Ivory,134,James Wilby,56,Hugh Grant,2500,Rupert Graves,458,7309.0
Religulous,http://www.imdb.com/title/tt0815241/?ref_=fn_tt_tt_1,24000.0,Larry Charles,117,Bill Maher,337,Tal Bachman,4,Jonathan Boulden,1,354.0
Escape from the Planet of the Apes,http://www.imdb.com/title/tt0067065/?ref_=fn_tt_tt_1,826.0,Don Taylor,1,Roddy McDowall,626,Kim Hunter,112,Bradford Dillman,62,2473.0
That Thing You Do!,http://www.imdb.com/title/tt0117887/?ref_=fn_tt_tt_1,3700.0,Tom Hanks,15000,Tom Everett Scott,449,Liv Tyler,2700,Johnathon Schaech,1800,39284.0
Garden State,http://www.imdb.com/title/tt0333766/?ref_=fn_tt_tt_1,7800.0,Zach Braff,1200,Zach Braff,1200,Kenneth Graymez,2,George C. Wolfe,12,5858.0
The Spectacular Now,http://www.imdb.com/title/tt1714206/?ref_=fn_tt_tt_1,10000.0,James Ponsoldt,54,Miles Teller,2700,Shailene Woodley,8100,Brie Larson,1700,26009.0
My Own Private Idaho,http://www.imdb.com/title/tt0102494/?ref_=fn_tt_tt_1,2800.0,Gus Van Sant,832,River Phoenix,2300,Keanu Reeves,19000,James Russo,383,23261.0
Sur le seuil,http://www.imdb.com/title/tt0380732/?ref_=fn_tt_tt_1,39.0,ric Tessier,1,Michel Ct,16,Patrick Huard,51,Catherine Florent,1,90.0
Before Sunrise,http://www.imdb.com/title/tt0112471/?ref_=fn_tt_tt_1,22000.0,Richard Linklater,3900,Ethan Hawke,3300,Julie Delpy,1100,Andrea Eckert,3,4444.0
Hud,http://www.imdb.com/title/tt0057163/?ref_=fn_tt_tt_1,1100.0,Martin Ritt,58,Paul Newman,3400,Melvyn Douglas,193,Patricia Neal,616,4576.0
Marilyn Hotchkiss' Ballroom Dancing and Charm School,http://www.imdb.com/title/tt0283465/?ref_=fn_tt_tt_1,16.0,Randall Miller,19,Elden Henson,590,Kate Mulligan,7,William Hurt,883,2000.0
Jesus' Son,http://www.imdb.com/title/tt0186253/?ref_=fn_tt_tt_1,500.0,Alison Maclean,7,Billy Crudup,749,Robert Michael Kelly,1,Torben Brooks,1,5546.0
The Lost Medallion: The Adventures of Billy Stone,http://www.imdb.com/title/tt1390539/?ref_=fn_tt_tt_1,721.0,Bill Muir,19,William Brent,369,Sammi Hanratty,338,James Hong,3000,6745.0
Valley of the Heart's Delight,http://www.imdb.com/title/tt0472200/?ref_=fn_tt_tt_1,144.0,Tim Boxell,10,Gabriel Mann,1300,Pete Postlethwaite,5200,Emily Harrison,20,7696.0
Brick Lane,http://www.imdb.com/title/tt0940585/?ref_=fn_tt_tt_1,430.0,Sarah Gavron,35,Tannishtha Chatterjee,42,Satish Kaushik,56,Christopher Simpson,41,160.0
My Life Without Me,http://www.imdb.com/title/tt0314412/?ref_=fn_tt_tt_1,2400.0,Isabel Coixet,148,Sarah Polley,905,Amanda Plummer,471,Scott Speedman,1500,11000.0
Super,http://www.imdb.com/title/tt1512235/?ref_=fn_tt_tt_1,20000.0,James Gunn,594,Rainn Wilson,974,Ellen Page,7100,Liv Tyler,2700,29998.0
Saving Face,http://www.imdb.com/title/tt0384504/?ref_=fn_tt_tt_1,776.0,Alice Wu,13,Michelle Krusiec,150,Joan Chen,644,Lynn Chen,63,1417.0
Sleep Dealer,http://www.imdb.com/title/tt0804529/?ref_=fn_tt_tt_1,1300.0,Alex Rivera,8,Luis Fernando Pea,1,Metztli Adamina,1,Jos Concepcin Macas,1,870.0
Alien Uprising,http://www.imdb.com/title/tt2040578/?ref_=fn_tt_tt_1,1100.0,Dominic Burns,15,Bianca Brigitte VanDamme,668,Sean Brosnan,542,Simon Phillips,54,12740.0
8: The Mormon Proposition,http://www.imdb.com/title/tt1484522/?ref_=fn_tt_tt_1,2600.0,Reed Cowan,1,Spencer Jones,1,Tyler Barrick,1,Dustin Lance Black,192,298.0
The Other End of the Line,http://www.imdb.com/title/tt1049405/?ref_=fn_tt_tt_1,1100.0,James Dodson,8,Jesse Metcalfe,1700,Austin Basis,199,Larry Miller,616,3455.0
Fuel,http://www.imdb.com/title/tt1294164/?ref_=fn_tt_tt_1,589.0,Joshua Tickell,9,Joshua Tickell,9,Barbara Boxer,3,Richard Branson,68,7624.0
Eye of the Dolphin,http://www.imdb.com/title/tt0465407/?ref_=fn_tt_tt_1,140.0,Michael D. Sellers,1,Carly Schroeder,267,Adrian Dunbar,99,George Harris,253,4813.0
